Plot,Plot,,
500,13.64,2.66,2.25
505,13.65,2.685,2.25
511,13.66,2.705,2.5
516,13.67,2.73,2
521,13.68,2.755,2
527,13.69,2.77,2.25
532,13.7,2.795,2
537,13.71,2.815,1.75
541,13.72,2.835,1.5
546,13.73,2.85,1.75
551,13.74,2.865,1.75
554,13.75,2.885,1.25
559,13.76,2.9,1.25
563,13.77,2.91,1.25
567,13.78,2.925,1
570,13.79,2.935,1
573,13.8,2.945,0.75
577,13.81,2.955,0.5
580,13.82,2.96,0.5
582,13.83,2.965,0.5
585,13.84,2.97,0.25
587,13.85,2.975,0
589,13.86,2.975,0
591,13.87,2.975,-0.25
592,13.88,2.975,-0.25
593,13.89,2.97,-0.25
594,13.9,2.97,-0.75
595,13.91,2.965,-0.75
595,13.92,2.955,-0.75
595,13.93,2.95,-1
595,13.94,2.94,-1
594,13.95,2.93,-1
594,13.96,2.92,-1.25
593,13.97,2.91,-1.25
591,13.98,2.895,-1.25
590,13.99,2.885,-1.5
588,14,2.87,-1.75
586,14.01,2.855,-1.75
584,14.02,2.835,-1.5
582,14.03,2.82,-1.75
579,14.04,2.805,-2
577,14.05,2.785,-2
574,14.06,2.765,-2
571,14.07,2.745,-2
567,14.08,2.725,-2
564,14.09,2.705,-2
561,14.1,2.685,-2.25
557,14.11,2.665,-2.25
553,14.12,2.64,-2.25
549,14.13,2.62,-2.25
545,14.14,2.595,-2.25
541,14.15,2.575,-2.25
537,14.16,2.55,-2.25
533,14.17,2.53,-2.25
528,14.18,2.505,-2.25
524,14.19,2.485,-2.25
519,14.2,2.46,-2
515,14.21,2.44,-2.25
510,14.22,2.42,-2.25
506,14.23,2.395,-2
501,14.24,2.375,-2
497,14.25,2.355,-2
492,14.26,2.335,-2
488,14.27,2.315,-1.75
484,14.28,2.295,-1.75
479,14.29,2.28,-1.75
475,14.3,2.26,-1.75
471,14.31,2.245,-1.75
467,14.32,2.225,-1.5
463,14.33,2.21,-1.25
459,14.34,2.195,-1.25
456,14.35,2.185,-1.25
452,14.36,2.17,-1
449,14.37,2.16,-1
445,14.38,2.15,-1
442,14.39,2.14,-1
439,14.4,2.13,-0.75
437,14.41,2.12,-0.5
434,14.42,2.115,-0.5
432,14.43,2.11,-0.5
430,14.44,2.105,-0.25
428,14.45,2.1,-0.25
426,14.46,2.1,-0.25
424,14.47,2.095,0.25
423,14.48,2.095,0.25
422,14.49,2.1,0.25
421,14.5,2.1,0.25
420,14.51,2.105,0.5
420,14.52,2.105,0.75
419,14.53,2.115,0.5
419,14.54,2.12,0.75
420,14.55,2.125,1
420,14.56,2.135,0.75
421,14.57,2.145,1
421,14.58,2.15,1.25
423,14.59,2.165,1
424,14.6,2.175,1.25
425,14.61,2.185,1.25
427,14.62,2.2,1.25
429,14.63,2.21,1.5
430,14.64,2.225,1.5
433,14.65,2.24,1.5
435,14.66,2.255,1.5
437,14.67,2.27,1.75
440,14.68,2.285,1.75
442,14.69,2.305,1.75
445,14.7,2.32,1.75
448,14.71,2.34,1.75
451,14.72,2.355,1.75
454,14.73,2.375,1.75
457,14.74,2.39,2
461,14.75,2.41,1.75
464,14.76,2.43,1.75
468,14.77,2.445,2
471,14.78,2.465,1.75
475,14.79,2.485,1.75
478,14.8,2.5,1.75
482,14.81,2.52,1.75
486,14.82,2.535,1.75
489,14.83,2.555,1.75
493,14.84,2.57,1.75
497,14.85,2.59,1.5
500,14.86,2.605,1.5
504,14.87,2.62,1.5
507,14.88,2.635,1.5
511,14.89,2.65,1.5
514,14.9,2.665,1.25
518,14.91,2.68,1.25
521,14.92,2.69,1.25
524,14.93,2.705,1.25
527,14.94,2.715,1.25
530,14.95,2.73,1
533,14.96,2.74,0.75
536,14.97,2.75,0.75
538,14.98,2.755,0.75
541,14.99,2.765,0.75
543,15,2.77,0.75
546,15.01,2.78,0.5
548,15.02,2.785,0.25
550,15.03,2.79,0.25
551,15.04,2.79,0.25
553,15.05,2.795,0
554,15.06,2.795,0
556,15.07,2.795,0
557,15.08,2.795,0
558,15.09,2.795,-0.25
558,15.1,2.795,-0.5
559,15.11,2.79,-0.5
559,15.12,2.785,-0.5
559,15.13,2.78,-0.5
559,15.14,2.775,-0.5
559,15.15,2.77,-0.5
559,15.16,2.765,-0.75
558,15.17,2.76,-1
557,15.18,2.75,-0.75
556,15.19,2.74,-0.75
555,15.2,2.735,-1
554,15.21,2.725,-1.25
553,15.22,2.715,-1.25
552,15.23,2.7,-1
550,15.24,2.69,-1
548,15.25,2.68,-1.25
547,15.26,2.67,-1.25
545,15.27,2.655,-1.25
543,15.28,2.645,-1.5
540,15.29,2.63,-1.25
538,15.3,2.615,-1.25
536,15.31,2.605,-1.5
534,15.32,2.59,-1.25
531,15.33,2.575,-1.25
529,15.34,2.565,-1.5
526,15.35,2.55,-1.25
523,15.36,2.535,-1.25
521,15.37,2.525,-1.5
518,15.38,2.51,-1.5
515,15.39,2.495,-1.5
513,15.4,2.48,-1.25
510,15.41,2.465,-1.25
507,15.42,2.455,-1.5
505,15.43,2.44,-1.25
502,15.44,2.425,-1.25
499,15.45,2.415,-1.25
496,15.46,2.4,-1.25
493,15.47,2.39,-1.25
491,15.48,2.375,-1
488,15.49,2.365,-1
485,15.5,2.355,-1
483,15.51,2.345,-1
480,15.52,2.335,-1
478,15.53,2.325,-1
475,15.54,2.315,-0.75
473,15.55,2.305,-0.75
471,15.56,2.3,-0.75
469,15.57,2.29,-0.5
467,15.58,2.285,-0.5
465,15.59,2.28,-0.5
463,15.6,2.275,-0.5
461,15.61,2.27,-0.5
460,15.62,2.265,-0.25
458,15.63,2.26,0
457,15.64,2.26,-0.25
456,15.65,2.26,-0.25
455,15.66,2.255,0
454,15.67,2.255,0
453,15.68,2.255,0.25
452,15.69,2.255,0.25
452,15.7,2.26,0.25
452,15.71,2.26,0.25
451,15.72,2.265,0.25
451,15.73,2.265,0.5
451,15.74,2.27,0.5
451,15.75,2.275,0.5
452,15.76,2.28,0.5
452,15.77,2.285,0.75
453,15.78,2.29,0.75
453,15.79,2.3,0.75
454,15.8,2.305,0.75
455,15.81,2.315,0.75
456,15.82,2.32,0.75
457,15.83,2.33,0.75
458,15.84,2.335,1
460,15.85,2.345,1
461,15.86,2.355,1
463,15.87,2.365,1
464,15.88,2.375,0.75
466,15.89,2.385,0.75
467,15.9,2.39,1.25
469,15.91,2.4,1.25
471,15.92,2.415,1
473,15.93,2.425,1
475,15.94,2.435,1
477,15.95,2.445,1
478,15.96,2.455,1
480,15.97,2.465,1
483,15.98,2.475,1
485,15.99,2.485,1
487,16,2.495,1
489,16.01,2.505,1
491,16.02,2.515,1
493,16.03,2.525,1
495,16.04,2.535,1
497,16.05,2.545,0.75
499,16.06,2.555,0.75
501,16.07,2.56,1
503,16.08,2.57,0.75
505,16.09,2.58,0.75
507,16.1,2.585,0.75
509,16.11,2.595,0.5
511,16.12,2.6,0.75
512,16.13,2.605,0.75
514,16.14,2.615,0.5
516,16.15,2.62,0.5
517,16.16,2.625,0.5
519,16.17,2.63,0.25
520,16.18,2.635,0.25
521,16.19,2.635,0.5
523,16.2,2.64,0.25
524,16.21,2.645,0
525,16.22,2.645,0.25
526,16.23,2.645,0.25
527,16.24,2.65,0
527,16.25,2.65,0
528,16.26,2.65,0
529,16.27,2.65,-0.25
529,16.28,2.65,-0.25
529,16.29,2.645,-0.25
530,16.3,2.645,-0.25
530,16.31,2.64,-0.25
530,16.32,2.64,-0.5
530,16.33,2.635,-0.25
530,16.34,2.63,-0.25
529,16.35,2.63,-0.5
529,16.36,2.625,-0.5
528,16.37,2.62,-0.5
528,16.38,2.615,-0.5
527,16.39,2.61,-0.5
526,16.4,2.605,-0.5
526,16.41,2.6,-0.75
525,16.42,2.595,-0.75
524,16.43,2.585,-0.5
523,16.44,2.58,-0.5
522,16.45,2.575,-0.75
521,16.46,2.57,-0.75
520,16.47,2.56,-0.5
519,16.48,2.555,-0.75
517,16.49,2.55,-0.75
516,16.5,2.54,-0.75
515,16.51,2.535,-0.75
514,16.52,2.525,-0.5
512,16.53,2.52,-0.75
511,16.54,2.515,-0.75
510,16.55,2.505,-0.75
508,16.56,2.5,-0.75
507,16.57,2.49,-0.5
505,16.58,2.485,-0.75
504,16.59,2.48,-0.75
503,16.6,2.47,-0.5
501,16.61,2.465,-0.75
500,16.62,2.46,-0.75
498,16.63,2.45,-0.5
497,16.64,2.445,-0.5
496,16.65,2.44,-0.5
494,16.66,2.435,-0.5
493,16.67,2.43,-0.5
492,16.68,2.425,-0.5
490,16.69,2.42,-0.5
489,16.7,2.415,-0.5
488,16.71,2.41,-0.25
487,16.72,2.405,-0.25
486,16.73,2.405,-0.5
485,16.74,2.4,-0.25
484,16.75,2.395,-0.25
483,16.76,2.395,-0.25
482,16.77,2.39,0
481,16.78,2.39,-0.25
481,16.79,2.39,-0.25
480,16.8,2.385,0
479,16.81,2.385,0
479,16.82,2.385,0
478,16.83,2.385,0
478,16.84,2.385,0.25
478,16.85,2.385,0.25
477,16.86,2.39,0
477,16.87,2.39,0
477,16.88,2.39,0.25
477,16.89,2.39,0.25
477,16.9,2.395,0.25
477,16.91,2.395,0.25
478,16.92,2.4,0.25
478,16.93,2.4,0.5
478,16.94,2.405,0.25
478,16.95,2.41,0.25
479,16.96,2.41,0.5
479,16.97,2.415,0.25
480,16.98,2.42,0.25
480,16.99,2.42,0.5
481,17,2.425,0.5
482,17.01,2.43,0.25
482,17.02,2.435,0.25
483,17.03,2.435,0.5
484,17.04,2.44,0.5
484,17.05,2.445,0.25
485,17.06,2.45,0.25
486,17.07,2.45,0.5
487,17.08,2.455,0.5
487,17.09,2.46,0.25
488,17.1,2.465,0.25
489,17.11,2.465,0.5
490,17.12,2.47,0.5
490,17.13,2.475,0.25
491,17.14,2.48,0.25
492,17.15,2.48,0.5
493,17.16,2.485,0.25
493,17.17,2.49,0.25
494,17.18,2.49,0.5
495,17.19,2.495,0.25
496,17.2,2.5,0.25
496,17.21,2.5,0.25
497,17.22,2.505,0.25
498,17.23,2.505,0.25
498,17.24,2.51,0.25
499,17.25,2.51,0.25
500,17.26,2.515,0.25
500,17.27,2.515,0.25
501,17.28,2.52,0
501,17.29,2.52,0.25
502,17.3,2.52,0.25
502,17.31,2.525,0
503,17.32,2.525,0
503,17.33,2.525,0
504,17.34,2.525,0
504,17.35,2.525,0
504,17.36,2.525,0
505,17.37,2.525,0
505,17.38,2.525,0
505,17.39,2.525,0
505,17.4,2.525,0
505,17.41,2.525,0
505,17.42,2.525,-0.25
505,17.43,2.525,-0.25
505,17.44,2.52,0
505,17.45,2.52,0
505,17.46,2.52,-0.25
505,17.47,2.52,-0.25
505,17.48,2.515,0
505,17.49,2.515,-0.25
504,17.5,2.515,-0.25
504,17.51,2.51,0
504,17.52,2.51,-0.25
504,17.53,2.51,-0.25
503,17.54,2.505,0
503,17.55,2.505,-0.25
503,17.56,2.505,-0.25
502,17.57,2.5,0
502,17.58,2.5,0
502,17.59,2.5,-0.25
501,17.6,2.5,-0.25
501,17.61,2.495,0
501,17.62,2.495,0
500,17.63,2.495,-0.25
500,17.64,2.495,-0.25
500,17.65,2.49,0
500,17.66,2.49,0
499,17.67,2.49,0
499,17.68,2.49,0
499,17.69,2.49,0
499,17.7,2.49,0
498,17.71,2.49,0
498,17.72,2.49,0
498,17.73,2.49,0
498,17.74,2.49,0
498,17.75,2.49,0
498,17.76,2.49,0
498,17.77,2.49,0
498,17.78,2.49,0.25
498,17.79,2.49,0.25
498,17.8,2.495,0
498,17.81,2.495,0
498,17.82,2.495,0
498,17.83,2.495,0
498,17.84,2.495,0
498,17.85,2.495,0.25
499,17.86,2.495,0.25
499,17.87,2.5,0
499,17.88,2.5,0
499,17.89,2.5,0
499,17.9,2.5,0
499,17.91,2.5,0
499,17.92,2.5,0
500,17.93,2.5,0
500,17.94,2.5,0
500,17.95,2.5,0
500,17.96,2.5,0
500,17.97,2.5,0
500,17.98,2.5,0
500,17.99,2.5,0
500,18,2.5,0
500,18.01,2.5,0
500,18.02,2.5,0
500,18.03,2.5,0
500,18.04,2.5,0
500,18.05,2.5,0
500,18.06,2.5,0
500,18.07,2.5,0
500,18.08,2.5,0
500,18.09,2.5,0
500,18.1,2.5,0
500,18.11,2.5,0
500,18.12,2.5,0
500,18.13,2.5,0
500,18.14,2.5,0
500,18.15,2.5,0
500,18.16,2.5,0
500,18.17,2.5,0
500,18.18,2.5,0
500,18.19,2.5,0
500,18.2,2.5,0
500,18.21,2.5,0
500,18.22,2.5,0
500,18.23,2.5,0
500,18.24,2.5,0
500,18.25,2.5,0
500,18.26,2.5,0
500,18.27,2.5,0
500,18.28,2.5,0
500,18.29,2.5,0
500,18.3,2.5,0
500,18.31,2.5,0
500,18.32,2.5,0
500,18.33,2.5,0
500,18.34,2.5,0
500,18.35,2.5,0
500,18.36,2.5,0
500,18.37,2.5,0
500,18.38,2.5,0
500,18.39,2.5,0
500,18.4,2.5,0
500,18.41,2.5,0
500,18.42,2.5,0
500,18.43,2.5,0
500,18.44,2.5,0
500,18.45,2.5,0
500,18.46,2.5,0
500,18.47,2.5,0
500,18.48,2.5,0
500,18.49,2.5,0
500,18.5,2.5,0
500,18.51,2.5,0
500,18.52,2.5,0
500,18.53,2.5,0
500,18.54,2.5,0
500,18.55,2.5,0
500,18.56,2.5,0
500,18.57,2.5,0
500,18.58,2.5,0
500,18.59,2.5,0
500,18.6,2.5,0
500,18.61,2.5,0
500,18.62,2.5,0
500,18.63,2.5,0
500,18.64,2.5,0
500,18.65,2.5,0
500,18.66,2.5,0
500,18.67,2.5,0
500,18.68,2.5,0
500,18.69,2.5,0
500,18.7,2.5,0
500,18.71,2.5,0
500,18.72,2.5,0
500,18.73,2.5,0
500,18.74,2.5,0
500,18.75,2.5,0
500,18.76,2.5,0
500,18.77,2.5,0
500,18.78,2.5,0
500,18.79,2.5,0
500,18.8,2.5,0
500,18.81,2.5,0
500,18.82,2.5,0
500,18.83,2.5,0
500,18.84,2.5,0
500,18.85,2.5,0
500,18.86,2.5,0
500,18.87,2.5,0
500,18.88,2.5,0
500,18.89,2.5,0
500,18.9,2.5,0
500,18.91,2.5,0
500,18.92,2.5,0
500,18.93,2.5,0
500,18.94,2.5,0
500,18.95,2.5,0
500,18.96,2.5,0
500,18.97,2.5,0
500,18.98,2.5,0
500,18.99,2.5,0
500,19,2.5,0
500,19.01,2.5,0
500,19.02,2.5,0
500,19.03,2.5,0
500,19.04,2.5,0
500,19.05,2.5,0
500,19.06,2.5,0
500,19.07,2.5,0
500,19.08,2.5,0
500,19.09,2.5,0
500,19.1,2.5,0
500,19.11,2.5,0
500,19.12,2.5,0
500,19.13,2.5,0
500,19.14,2.5,0
500,19.15,2.5,0
500,19.16,2.5,0
500,19.17,2.5,0
500,19.18,2.5,0
500,19.19,2.5,0
500,19.2,2.5,0
500,19.21,2.5,0
500,19.22,2.5,0
500,19.23,2.5,0
500,19.24,2.5,0
500,19.25,2.5,0
500,19.26,2.5,0
500,19.27,2.5,0
500,19.28,2.5,0
500,19.29,2.5,0
500,19.3,2.5,0
500,19.31,2.5,0
500,19.32,2.5,0
500,19.33,2.5,0
500,19.34,2.5,0
500,19.35,2.5,0
500,19.36,2.5,0
500,19.37,2.5,0
500,19.38,2.5,0
500,19.39,2.5,0
500,19.4,2.5,0
500,19.41,2.5,0
500,19.42,2.5,0
500,19.43,2.5,0
500,19.44,2.5,0
500,19.45,2.5,0
500,19.46,2.5,0
500,19.47,2.5,0
500,19.48,2.5,0
500,19.49,2.5,0
500,19.5,2.5,0
500,19.51,2.5,0
500,19.52,2.5,0
500,19.53,2.5,0
500,19.54,2.5,0
500,19.55,2.5,0
500,19.56,2.5,0
500,19.57,2.5,0
500,19.58,2.5,0
500,19.59,2.5,0
500,19.6,2.5,0
500,19.61,2.5,0
500,19.62,2.5,0
500,19.63,2.5,0
500,19.64,2.5,0
500,19.65,2.5,0
500,19.66,2.5,0
500,19.67,2.5,0
500,19.68,2.5,0
500,19.69,2.5,0
500,19.7,2.5,0
500,19.71,2.5,0
500,19.72,2.5,0
500,19.73,2.5,0
500,19.74,2.5,0
500,19.75,2.5,0
500,19.76,2.5,0
500,19.77,2.5,0
500,19.78,2.5,0
500,19.79,2.5,0
500,19.8,2.5,0
500,19.81,2.5,0
500,19.82,2.5,0
500,19.83,2.5,0
500,19.84,2.5,0
500,19.85,2.5,0
500,19.86,2.5,0
500,19.87,2.5,0
500,19.88,2.5,0
500,19.89,2.5,0
500,19.9,2.5,0
500,19.91,2.5,0
500,19.92,2.5,0
500,19.93,2.5,0
500,19.94,2.5,0
500,19.95,2.5,0
500,19.96,2.5,0
500,19.97,2.5,0
500,19.98,2.5,0
500,19.99,2.5,0
500,20,2.5,0
500,20.01,2.5,0
500,20.02,2.5,0
500,20.03,2.5,0
500,20.04,2.5,0
500,20.05,2.5,0
500,20.06,2.5,0
500,20.07,2.5,0
500,20.08,2.5,0
500,20.09,2.5,0
500,20.1,2.5,0
500,20.11,2.5,0
500,20.12,2.5,0
500,20.13,2.5,0
500,20.14,2.5,0
500,20.15,2.5,0
500,20.16,2.5,0
500,20.17,2.5,0
500,20.18,2.5,0
500,20.19,2.5,0
500,20.2,2.5,0
500,20.21,2.5,0
500,20.22,2.5,0
500,20.23,2.5,0
500,20.24,2.5,0
500,20.25,2.5,0
500,20.26,2.5,0
500,20.27,2.5,0
500,20.28,2.5,0
500,20.29,2.5,0
500,20.3,2.5,0
500,20.31,2.5,0
500,20.32,2.5,0
500,20.33,2.5,0
500,20.34,2.5,0
500,20.35,2.5,0
500,20.36,2.5,0
500,20.37,2.5,0
500,20.38,2.5,0
500,20.39,2.5,0
500,20.4,2.5,0
500,20.41,2.5,0
500,20.42,2.5,0
500,20.43,2.5,0
500,20.44,2.5,0
500,20.45,2.5,0
500,20.46,2.5,0
500,20.47,2.5,0
500,20.48,2.5,0
500,20.49,2.5,0
500,20.5,2.5,0
500,20.51,2.5,0
500,20.52,2.5,0
500,20.53,2.5,0
500,20.54,2.5,0
500,20.55,2.5,0
500,20.56,2.5,0
500,20.57,2.5,0
500,20.58,2.5,0
500,20.59,2.5,0
500,20.6,2.5,0
500,20.61,2.5,0
500,20.62,2.5,0
500,20.63,2.5,0
500,20.64,2.5,0
500,20.65,2.5,0
500,20.66,2.5,0
500,20.67,2.5,0
500,20.68,2.5,0
500,20.69,2.5,0
500,20.7,2.5,0
500,20.71,2.5,0
500,20.72,2.5,0
500,20.73,2.5,0
500,20.74,2.5,0
500,20.75,2.5,0
500,20.76,2.5,0
500,20.77,2.5,0
500,20.78,2.5,0
500,20.79,2.5,0
500,20.8,2.5,0
500,20.81,2.5,0
500,20.82,2.5,0
500,20.83,2.5,0
500,20.84,2.5,0
500,20.85,2.5,0
500,20.86,2.5,0
500,20.87,2.5,0
500,20.88,2.5,0
500,20.89,2.5,0
500,20.9,2.5,0
500,20.91,2.5,0
500,20.92,2.5,0
500,20.93,2.5,0
500,20.94,2.5,0
500,20.95,2.5,0
500,20.96,2.5,0
500,20.97,2.5,0
500,20.98,2.5,0
500,20.99,2.5,0
500,21,2.5,0
500,21.01,2.5,0
500,21.02,2.5,0
500,21.03,2.5,
500,21.04,2.5,
500,21.05,2.5,
500,21.06,2.5,
500,21.07,,
500,21.08,,
500,21.09,,
500,21.1,,
500,21.11,,
500,21.12,,
